id,gender,raceeth,sexornt,age,educ5,pid7,ideo,abortion,climate_weather,deathpenalty,photoid,tax_mil,trans_discr,blm_ft,fauci_ft,feminists_ft,nra_ft,police_ft,scotus_ft,socialists_ft
201278,2. Female,"6. Multiple races, non-Hispanic",1. Heterosexual or straight,48,HS,1. Strong Democrat,2. Liberal,3. The law should permit abortion other than for rape/incest/danger to woman but,5. A great deal,1. Favor strongly,6. Oppose moderately,1. Favor,2. A lot,0,100,0,40,0,70,80
201285,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,61,HS,4. Independent,3. Slightly liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",5. A great deal,1. Favor strongly,6. Oppose moderately,3. Neither favor nor oppose,2. A lot,100,100,100,,100,70,60
201292,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,45,post-grad,1. Strong Democrat,2. Liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",4. A lot,1. Favor strongly,5. Oppose a little,1. Favor,2. A lot,95,95,95,20,30,85,75
201322,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,37,some college,7. Strong Republican,6. Conservative,"2. The law should permit abortion only in case of rape, incest, or when the woma",1. Not at all,3. Oppose not strongly,1. Favor a great deal,1. Favor,4. A little,0,0,50,85,100,50,15
201339,1. Male,"1. White, non-Hispanic",1. Heterosexual or straight,36,bachelors,7. Strong Republican,6. Conservative,"1. By law, abortion should never be permitted",1. Not at all,2. Favor not strongly,1. Favor a great deal,2. Oppose,5. None at all,0,0,0,80,100,100,0
201346,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,80,<HS,1. Strong Democrat,2. Liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",5. A great deal,1. Favor strongly,4. Neither favor nor oppose,1. Favor,2. A lot,85,100,85,0,85,60,60
201353,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,66,HS,7. Strong Republican,7. Extremely conservative,"2. The law should permit abortion only in case of rape, incest, or when the woma",1. Not at all,1. Favor strongly,1. Favor a great deal,2. Oppose,3. A moderate amount,0,30,40,100,100,85,30
201360,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,80,HS,5. Independent-Republican,5. Slightly conservative,"2. The law should permit abortion only in case of rape, incest, or when the woma",1. Not at all,1. Favor strongly,1. Favor a great deal,3. Neither favor nor oppose,4. A little,40,85,50,15,85,60,
201377,1. Male,"5. Native American/Alaska Native or other race, non-Hispanic alone",1. Heterosexual or straight,66,some college,5. Independent-Republican,6. Conservative,,2. A little,1. Favor strongly,1. Favor a great deal,2. Oppose,5. None at all,15,40,40,50,70,50,30
201384,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,60,some college,6. Not very strong Republican,6. Conservative,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",4. A lot,1. Favor strongly,4. Neither favor nor oppose,1. Favor,3. A moderate amount,50,99,60,10,50,30,50
201391,1. Male,"1. White, non-Hispanic",1. Heterosexual or straight,34,,7. Strong Republican,6. Conservative,"2. The law should permit abortion only in case of rape, incest, or when the woma",,4. Oppose strongly,1. Favor a great deal,,,0,30,40,100,85,70,0
201407,1. Male,"4. Asian or Native Hawaiian/other Pacific Islander, non-Hispanic alone",1. Heterosexual or straight,80,post-grad,7. Strong Republican,6. Conservative,3. The law should permit abortion other than for rape/incest/danger to woman but,2. A little,1. Favor strongly,2. Favor moderately,2. Oppose,4. A little,15,70,50,60,70,70,40
201421,1. Male,"1. White, non-Hispanic",1. Heterosexual or straight,71,HS,2. Not very strong Democrat,4. Moderate; middle of the road,"2. The law should permit abortion only in case of rape, incest, or when the woma",3. A moderate amount,1. Favor strongly,1. Favor a great deal,3. Neither favor nor oppose,3. A moderate amount,0,40,60,100,100,85,0
201438,1. Male,"1. White, non-Hispanic",1. Heterosexual or straight,72,some college,7. Strong Republican,6. Conservative,"2. The law should permit abortion only in case of rape, incest, or when the woma",3. A moderate amount,1. Favor strongly,1. Favor a great deal,1. Favor,3. A moderate amount,0,0,50,60,85,60,0
201445,1. Male,"1. White, non-Hispanic",1. Heterosexual or straight,57,bachelors,6. Not very strong Republican,3. Slightly liberal,"1. By law, abortion should never be permitted",2. A little,2. Favor not strongly,4. Neither favor nor oppose,1. Favor,3. A moderate amount,0,50,15,,50,50,0
201469,2. Female,3. Hispanic,1. Heterosexual or straight,36,post-grad,7. Strong Republican,6. Conservative,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",3. A moderate amount,1. Favor strongly,2. Favor moderately,1. Favor,3. A moderate amount,100,60,60,,100,60,85
201476,2. Female,"2. Black, non-Hispanic",1. Heterosexual or straight,61,some college,1. Strong Democrat,2. Liberal,"2. The law should permit abortion only in case of rape, incest, or when the woma",5. A great deal,4. Oppose strongly,4. Neither favor nor oppose,1. Favor,1. A great deal,100,100,85,40,60,40,60
201506,1. Male,"5. Native American/Alaska Native or other race, non-Hispanic alone",1. Heterosexual or straight,58,post-grad,7. Strong Republican,6. Conservative,"2. The law should permit abortion only in case of rape, incest, or when the woma",1. Not at all,1. Favor strongly,1. Favor a great deal,2. Oppose,2. A lot,0,15,0,100,85,85,0
201513,1. Male,"2. Black, non-Hispanic",2. Homosexual or gay (or lesbian),30,some college,3. Independent-Democrat,2. Liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",5. A great deal,4. Oppose strongly,3. Favor a little,1. Favor,1. A great deal,100,85,50,,40,60,
201520,1. Male,"1. White, non-Hispanic",1. Heterosexual or straight,80,post-grad,6. Not very strong Republican,6. Conservative,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",3. A moderate amount,1. Favor strongly,1. Favor a great deal,3. Neither favor nor oppose,4. A little,15,30,60,70,100,60,60
201537,1. Male,,1. Heterosexual or straight,,post-grad,7. Strong Republican,6. Conservative,"2. The law should permit abortion only in case of rape, incest, or when the woma",2. A little,1. Favor strongly,1. Favor a great deal,2. Oppose,3. A moderate amount,0,40,60,85,85,70,0
201544,1. Male,3. Hispanic,1. Heterosexual or straight,72,some college,1. Strong Democrat,2. Liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",5. A great deal,1. Favor strongly,4. Neither favor nor oppose,1. Favor,2. A lot,60,70,50,40,40,60,50
201551,1. Male,3. Hispanic,1. Heterosexual or straight,38,<HS,1. Strong Democrat,1. Extremely liberal,"1. By law, abortion should never be permitted",,2. Favor not strongly,1. Favor a great deal,,,,,,,,,
201568,1. Male,"1. White, non-Hispanic",1. Heterosexual or straight,60,some college,6. Not very strong Republican,6. Conservative,"2. The law should permit abortion only in case of rape, incest, or when the woma",2. A little,1. Favor strongly,1. Favor a great deal,3. Neither favor nor oppose,3. A moderate amount,30,60,50,60,70,50,50
201575,2. Female,"2. Black, non-Hispanic",1. Heterosexual or straight,52,HS,4. Independent,5. Slightly conservative,"1. By law, abortion should never be permitted",3. A moderate amount,1. Favor strongly,2. Favor moderately,3. Neither favor nor oppose,2. A lot,85,0,40,60,70,50,15
201599,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,40,HS,4. Independent,2. Liberal,"2. The law should permit abortion only in case of rape, incest, or when the woma",3. A moderate amount,1. Favor strongly,1. Favor a great deal,2. Oppose,3. A moderate amount,75,15,77,77,90,77,66
201605,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,23,bachelors,1. Strong Democrat,2. Liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",5. A great deal,2. Favor not strongly,2. Favor moderately,1. Favor,1. A great deal,100,100,100,0,25,25,100
201629,1. Male,"1. White, non-Hispanic",1. Heterosexual or straight,54,HS,7. Strong Republican,6. Conservative,"1. By law, abortion should never be permitted",2. A little,1. Favor strongly,1. Favor a great deal,3. Neither favor nor oppose,4. A little,0,0,50,100,100,50,0
201636,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,70,post-grad,1. Strong Democrat,3. Slightly liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",5. A great deal,3. Oppose not strongly,2. Favor moderately,1. Favor,2. A lot,70,100,70,0,60,40,60
201650,2. Female,3. Hispanic,3. Bisexual,23,some college,4. Independent,2. Liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",1. Not at all,4. Oppose strongly,1. Favor a great deal,1. Favor,3. A moderate amount,100,0,50,,50,0,0
201674,1. Male,"2. Black, non-Hispanic",1. Heterosexual or straight,66,post-grad,3. Independent-Democrat,2. Liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",4. A lot,3. Oppose not strongly,6. Oppose moderately,1. Favor,1. A great deal,70,85,70,30,50,50,50
201681,1. Male,"1. White, non-Hispanic",1. Heterosexual or straight,60,some college,7. Strong Republican,6. Conservative,"2. The law should permit abortion only in case of rape, incest, or when the woma",2. A little,1. Favor strongly,1. Favor a great deal,1. Favor,,0,100,50,40,95,100,10
201711,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,50,bachelors,5. Independent-Republican,6. Conservative,"2. The law should permit abortion only in case of rape, incest, or when the woma",3. A moderate amount,1. Favor strongly,1. Favor a great deal,2. Oppose,4. A little,0,30,0,100,100,40,0
201728,1. Male,"1. White, non-Hispanic",1. Heterosexual or straight,62,bachelors,7. Strong Republican,6. Conservative,,1. Not at all,1. Favor strongly,1. Favor a great deal,2. Oppose,3. A moderate amount,0,0,0,85,85,85,0
201759,2. Female,"1. White, non-Hispanic",2. Homosexual or gay (or lesbian),37,post-grad,4. Independent,2. Liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",5. A great deal,4. Oppose strongly,5. Oppose a little,1. Favor,1. A great deal,85,70,85,30,70,30,85
201766,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,73,HS,4. Independent,6. Conservative,"1. By law, abortion should never be permitted",5. A great deal,1. Favor strongly,1. Favor a great deal,1. Favor,2. A lot,70,100,70,30,85,85,40
201773,1. Male,"1. White, non-Hispanic",1. Heterosexual or straight,52,bachelors,6. Not very strong Republican,5. Slightly conservative,3. The law should permit abortion other than for rape/incest/danger to woman but,4. A lot,4. Oppose strongly,4. Neither favor nor oppose,1. Favor,1. A great deal,5,90,5,55,90,95,0
201780,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,76,post-grad,7. Strong Republican,7. Extremely conservative,"2. The law should permit abortion only in case of rape, incest, or when the woma",3. A moderate amount,1. Favor strongly,1. Favor a great deal,1. Favor,3. A moderate amount,0,40,15,100,100,70,0
201797,1. Male,"1. White, non-Hispanic",1. Heterosexual or straight,73,some college,4. Independent,5. Slightly conservative,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",2. A little,2. Favor not strongly,1. Favor a great deal,1. Favor,3. A moderate amount,30,85,50,60,85,50,50
201803,2. Female,"1. White, non-Hispanic",3. Bisexual,42,bachelors,3. Independent-Democrat,3. Slightly liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",2. A little,3. Oppose not strongly,2. Favor moderately,1. Favor,3. A moderate amount,40,50,50,50,50,50,50
201810,1. Male,"1. White, non-Hispanic",1. Heterosexual or straight,67,HS,4. Independent,6. Conservative,"2. The law should permit abortion only in case of rape, incest, or when the woma",3. A moderate amount,2. Favor not strongly,2. Favor moderately,3. Neither favor nor oppose,4. A little,50,70,50,70,60,50,50
201827,1. Male,"1. White, non-Hispanic",1. Heterosexual or straight,64,some college,1. Strong Democrat,2. Liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",3. A moderate amount,3. Oppose not strongly,1. Favor a great deal,1. Favor,2. A lot,60,100,50,50,75,45,15
201834,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,55,some college,2. Not very strong Democrat,6. Conservative,3. The law should permit abortion other than for rape/incest/danger to woman but,5. A great deal,1. Favor strongly,1. Favor a great deal,1. Favor,4. A little,30,30,100,100,60,70,40
201841,2. Female,"2. Black, non-Hispanic",2. Homosexual or gay (or lesbian),29,post-grad,3. Independent-Democrat,2. Liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",5. A great deal,3. Oppose not strongly,6. Oppose moderately,1. Favor,1. A great deal,100,40,60,15,40,40,50
201858,2. Female,"2. Black, non-Hispanic",1. Heterosexual or straight,34,some college,1. Strong Democrat,6. Conservative,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",5. A great deal,1. Favor strongly,1. Favor a great deal,1. Favor,1. A great deal,100,100,60,,60,86,86
201865,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,45,post-grad,3. Independent-Democrat,2. Liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",4. A lot,2. Favor not strongly,3. Favor a little,1. Favor,2. A lot,50,85,50,40,50,50,50
201872,1. Male,"5. Native American/Alaska Native or other race, non-Hispanic alone",1. Heterosexual or straight,40,post-grad,2. Not very strong Democrat,1. Extremely liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",5. A great deal,4. Oppose strongly,7. Oppose a great deal,1. Favor,1. A great deal,100,100,100,0,30,30,50
201889,1. Male,"1. White, non-Hispanic",1. Heterosexual or straight,28,some college,5. Independent-Republican,6. Conservative,"2. The law should permit abortion only in case of rape, incest, or when the woma",,4. Oppose strongly,1. Favor a great deal,,,,,,,,,
201896,1. Male,3. Hispanic,1. Heterosexual or straight,49,some college,2. Not very strong Democrat,2. Liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",4. A lot,2. Favor not strongly,2. Favor moderately,1. Favor,3. A moderate amount,60,85,60,50,70,60,50
201902,1. Male,"1. White, non-Hispanic",1. Heterosexual or straight,37,post-grad,1. Strong Democrat,2. Liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",5. A great deal,3. Oppose not strongly,4. Neither favor nor oppose,1. Favor,2. A lot,85,70,70,15,70,60,70
